ID	Title	Publisher	ISSN_Cross	EISSN_Cross	JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId	wikidata
13984	American Journal of Economics and Sociology	Wiley Blackwell (Blackwell Publishing)	0002-9246	1536-7150	418	American journal of economics and sociology	Am J Econ Sociol	0002-9246		Am J Econ Sociol	14820160R	Q4064224
117105	American Journal of Enology and Viticulture	American Society for Enology and Viticulture	0002-9254		32610	American journal of enology and viticulture		0002-9254		Am. J. Enol. Vitic.	101260079	Q4744242
5071	American Journal of Epidemiology	Oxford University Press	0002-9262	0002-9262	421	American journal of epidemiology	Am J Epidemiol	0002-9262	1476-6256	Am. J. Epidemiol.	7910653	Q4744243
2257	The American Journal of Gastroenterology	Nature Publishing Group	0002-9270	1572-0241	426	The American journal of gastroenterology	Am J Gastroenterol	0002-9270	1572-0241	Am. J. Gastroenterol.	421030	Q7713501
4877	The American Journal of Human Genetics	Elsevier	0002-9297	1537-6605	428	American journal of human genetics	Am J Hum Genet	0002-9297	1537-6605	Am. J. Hum. Genet.	370475	Q4744249
55384	The American Journal of International Law	American Society of International Law	0002-9300	2161-7953	26312	The American journal of international law	Am J Int Law	0002-9300		Am J Int Law	100972627	Q2646273
55385	The American Journal of Legal History	Oxford University Press	0002-9319	2161-797X	23651	The American journal of legal history	Am J Leg Hist	0002-9319		Am J Leg Hist	100966554	Q4744251
1904	The American Journal of Medicine	Elsevier	0002-9343		431	The American journal of medicine	Am J Med	0002-9343	1555-7162	Am. J. Med.	267200	Q2842959
59729	AJN American Journal of Nursing	Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins	0002-936X		438	The American journal of nursing	Am J Nurs	0002-936X	1538-7488	Am J Nurs	372646	Q15716742
453	American Journal of Obstetrics and Gynecology	Elsevier	0002-9378		439	American journal of obstetrics and gynecology	Am J Obstet Gynecol	0002-9378	1097-6868	Am. J. Obstet. Gynecol.	370476	Q4744256
1563	American Journal of Ophthalmology	Elsevier	0002-9394		441	American journal of ophthalmology	Am J Ophthalmol	0002-9394	1879-1891	Am. J. Ophthalmol.	370500	Q4744258
25797	American Journal of Orthodontics	Elsevier	0002-9416		444	American journal of orthodontics	Am J Orthod	0002-9416		Am J Orthod	370501	
6407	American Journal of Orthopsychiatry	American Psychological Association	0002-9432	1939-0025	446	The American journal of orthopsychiatry	Am J Orthopsychiatry	0002-9432	1939-0025	Am J Orthopsychiatry	400640	Q15756611
58208	American Journal Of Pathology	Elsevier	0002-9440	1525-2191	449	The American journal of pathology	Am J Pathol	0002-9440	1525-2191	Am. J. Pathol.	370502	Q4744259
141065	American Journal of Pharmaceutical Education	American Journal of Pharmaceutical Education	0002-9459	1553-6467	448	American journal of pharmaceutical education	Am J Pharm Educ	0002-9459	1553-6467	Am J Pharm Educ	372650	Q15708868
56031	The American Journal of Philology	JSTOR	0002-9475		23570	American journal of philology	Am J Philol	0002-9475	1086-3168	Am J Philol	100966556	Q465359
13	American Journal of Physical Anthropology	Wiley Blackwell (John Wiley & Sons)	0002-9483	1096-8644	451	American journal of physical anthropology	Am J Phys Anthropol	0002-9483	1096-8644	Am. J. Phys. Anthropol.	400654	Q4744260
4148	American Journal of Physics	American Association of Physics Teachers	0002-9505	1943-2909	23223	American journal of physics	Am J Phys	0002-9505		Am J Phys	14830010R	Q465346
5976	American Journal of Psychiatry	American Psychiatric Publishing	0002-953X	1535-7228	457	The American journal of psychiatry	Am J Psychiatry	0002-953X	1535-7228	Am J Psychiatry	370512	Q1935368
2748	The American Journal of Psychoanalysis	Nature Publishing Group - Macmillan Publishers	0002-9548	1573-6741	458	American journal of psychoanalysis	Am J Psychoanal	0002-9548	1573-6741	Am J Psychoanal	372630	Q7713505
55386	The American Journal of Psychology	University of Illinois Press	0002-9556	1939-8298	459	The American journal of psychology	Am J Psychol	0002-9556	1939-8298	Am J Psychol	370513	Q4744269
154545	American Journal of Public Health and the Nations Health	American Public Health Association	0002-9572		1524	American journal of public health and the nation's health	Am J Public Health Nations Health	0002-9572	2330-9679	Am J Public Health Nations Health	1254075	
57030	American Journal of Science	American Journal of Science	0002-9599		22713	American journal of science	Am J Sci	0002-9599		Am J Sci	14830070R	Q465355
4895	American Journal of Sociology	The University of Chicago Press	0002-9602	1537-5390	469	AJS; American journal of sociology	AJS	0002-9602	1537-5390	Am. J. Sociol.	234014	Q465376
2158	The American Journal of Surgery	Elsevier	0002-9610		471	American journal of surgery	Am J Surg	0002-9610	1879-1883	Am. J. Surg.	370473	Q15762745
20843	The American Journal of the Medical Sciences	Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins	0002-9629		433	The American journal of the medical sciences	Am J Med Sci	0002-9629	1538-2990	Am. J. Med. Sci.	370506	Q7713509
89745	American Journal of Tropical Medicine and Hygiene	American Society of Tropical Medicine and Hygiene	0002-9637		473	The American journal of tropical medicine and hygiene	Am J Trop Med Hyg	0002-9637	1476-1645	Am. J. Trop. Med. Hyg.	370507	Q15766943
52659	American Journal of Veterinary Research	American Veterinary Medical Association	0002-9645		474	American journal of veterinary research	Am J Vet Res	0002-9645	1943-5681	Am. J. Vet. Res.	375011	Q15754518
52619	American Literature	Duke University Press	0002-9831	1527-2117	23797	American literature: a journal of literary history, criticism and bibliography	Am Lit	0002-9831	1527-2117	Am Lit	100966974	Q4744368
55387	American Mathematical Monthly	Mathematical Association of America	0002-9890	1930-0972	28195	The American mathematical monthly : the official journal of the Mathematical Association of America	Am Math Mon	0002-9890		Am Math Mon	9875542	Q2707818
155865	Notices of the American Mathematical Society	American Mathematical Society	0002-9920	1088-9477	39811	Notices of the American Mathematical Society. American Mathematical Society	Not Am Math Soc	0002-9920	1088-9477	Not Am Math Soc	101575292	Q24158
5021	Proceedings of the American Mathematical Society	American Mathematical Society	0002-9939	1088-6826	39049	Proceedings of the American Mathematical Society. American Mathematical Society	Proc Am Math Soc	0002-9939	1088-6826	Proc Am Math Soc	101556199	Q3406325
5027	Transactions of the American Mathematical Society	American Mathematical Society	0002-9947	1088-6850	40942	Transactions of the American mathematical society	Trans Am Math Soc	0002-9947	1088-6850	Trans Am Math Soc	101599173	Q2379946
224745	Journal of the American Medical Association	American Medical Association	0002-9955		28034	Journal of the American Medical Association	J Am Med Assoc	0002-9955		J Am Med Assoc	7507176	
56748	Transactions of the American Microscopical Society	JSTOR	0003-0023		7790	Transactions of the American Microscopical Society	Trans Am Microsc Soc	0003-0023		Trans Am Microsc Soc	7506104	Q21384989
57169	The American Midland Naturalist	BioOne (University of Notre Dame)	0003-0031	1938-4238	32438	The American midland naturalist		0003-0031		Am. Midl. Nat.	9879535	Q5672453
42818	American Mineralogist	Mineralogical Society of America	0003-004X		20836	The American mineralogist		0003-004X		Am. Mineral.	100955483	Q957294
13796	American Museum Novitates	BioOne (American Museum of Natural History)	0003-0082	1937-352X	21743	American Museum novitates		0003-0082		Am. Mus. Novit.	261722	Q4744472
13477	Bulletin of the American Museum of Natural History	BioOne (American Museum of Natural History)	0003-0090	1937-3546	21713	Bulletin of the American Museum of Natural History		0003-0090		Bull. Am. Mus. Nat. Hist.	9878607	Q15756993
4871	The American Naturalist	The University of Chicago Press	0003-0147	1537-5323	21179	The American naturalist	Am Nat	0003-0147	1537-5323	Am. Nat.	2984688R	Q3085258
59891	Journal of the American Oil Chemists Society	Springer-Verlag	0003-021X	1558-9331	4448	Journal of the American Oil Chemists' Society	J Am Oil Chem Soc	0003-021X	1558-9331	J Am Oil Chem Soc	7505574	Q3810628
55388	Journal of the American Oriental Society	American Oriental Society	0003-0279	0003-0279	24366	Journal of the American Oriental Society. American Oriental Society	J Am Orient Soc	0003-0279		J Am Orient Soc	100968588	Q6296105
10838	American Political Science Review	Cambridge University Press	0003-0554	1537-5943	23575	The American political science review	Am Polit Sci Rev	0003-0554		Am Polit Sci Rev	100966531	Q4744701
72787	American Potato Journal	Springer-Verlag	0003-0589	1874-9380	22541	American potato journal	Am Potato J	0003-0589		Am Potato J	100971301	Q2611215
73863	Journal of the American Psychoanalytic Association	SAGE Publications	0003-0651	1941-2460	4460	Journal of the American Psychoanalytic Association	J Am Psychoanal Assoc	0003-0651	1941-2460	J Am Psychoanal Assoc	7505579	Q6296107
3365	American Psychologist	American Psychological Association	0003-066X	1935-990X	478	The American psychologist	Am Psychol	0003-066X	1935-990X	Am Psychol	370521	Q4744759
48965	American Quarterly	Muse - Johns Hopkins University Press	0003-0678	1080-6490	23573	American quarterly	Am Q	0003-0678	1080-6490	Am Q	100966576	Q15750864
209765	American Review of Respiratory Disease	American Thoracic Society	0003-0805		479	The American review of respiratory disease	Am Rev Respir Dis	0003-0805		Am. Rev. Respir. Dis.	370523	
61012	Bulletin of the American Schools of Oriental Research / Bull Annual of the American Schools of Oriental Research	The American Schools of Oriental Research	0003-097X	2161-8062	29422	Bulletin of the American Schools of Oriental Research. American Schools of Oriental Research	Bull Am Schools Orient Res	0003-097X		Bull Am Schools Orient Res	101091965	Q589209
20909	American Scientist	Sigma Xi	0003-0996	1545-2786	480	American scientist	Am Sci	0003-0996		Am. Sci.	370514	Q2493243
55690	American Sociological Review	SAGE Publications	0003-1224	1939-8271	481	American sociological review	Am Sociol Rev	0003-1224		Am Sociol Rev	370515	Q3359818
67423	The American Sociologist	Springer-Verlag	0003-1232	1936-4784	25773	The American sociologist	Am Sociol	0003-1232		Am Sociol	245122	Q15749908
52620	American Speech	Duke University Press	0003-1283	1527-2133	23574	American speech	Am Speech	0003-1283	1527-2133	Am Speech	100966585	Q4745138
5872	The American Statistician	Informa UK (American Statistical Association)	0003-1305	1537-2731	27948	The American statistician	Am Stat	0003-1305		Am Stat	70454	Q12212581
52660	Journal of the American Veterinary Medical Association	American Veterinary Medical Association	0003-1488		4482	Journal of the American Veterinary Medical Association	J Am Vet Med Assoc	0003-1488	1943-569X	J. Am. Vet. Med. Assoc.	7503067	Q15746380
157646	American Water Works Association	American Water Works Association	0003-150X	1551-8833	22727	Journal - American Water Works Association	J Am Water Works Assoc	0003-150X		J Am Water Works Assoc	7505558	Q15751975
57287	American Zoologist	Oxford University Press	0003-1569		483	American zoologist	Am Zool	0003-1569		Am. Zool.	370516	Q3152986
46357	The Americas A Quarterly Review of Latin American History	Cambridge University Press	0003-1615	1533-6247	35937	Americas (Academy of American Franciscan History)	Americas (Acad Am Francisc Hist)	0003-1615		Americas (Acad Am Francisc Hist)	101505538	Q15749777
3602	Anaesthesia	Wiley Blackwell (Blackwell Publishing)	0003-2409	1365-2044	515	Anaesthesia	Anaesthesia	0003-2409	1365-2044	Anaesthesia	370524	Q59768
910	Der Anaesthesist	Springer-Verlag	0003-2417	1432-055X	517	Der Anaesthesist	Anaesthesist	0003-2417	1432-055X	Anaesthesist	370525	Q1192168
21572	Analysis	Oxford University Press	0003-2638	1467-8284	26027	Analysis	Analysis	0003-2638		Analysis	100971963	Q485155
3456	The Analyst / Analyst (London)	The Royal Society of Chemistry	0003-2654	1364-5528	521	The Analyst	Analyst	0003-2654	1364-5528	Analyst	372652	Q969812
1192	Analytica Chimica Acta	Elsevier	0003-2670	0003-2670	520	Analytica chimica acta	Anal Chim Acta	0003-2670	1873-4324	Anal. Chim. Acta	370534	Q1767639
522	Analytical Biochemistry	Elsevier	0003-2697	1096-0309	518	Analytical biochemistry	Anal Biochem	0003-2697	1096-0309	Anal. Biochem.	370535	Q485215
2499	Analytical Chemistry	American Chemical Society	0003-2700	1520-6882	519	Analytical chemistry	Anal Chem	0003-2700	1520-6882	Anal. Chem.	370536	Q485223
4794	Analytical Letters	Informa UK (Taylor & Francis)	0003-2719	1532-236X	22503	Analytical letters	Anal Lett	0003-2719		Anal Lett	261510	Q15745445
215	The Anatomical Record	Wiley Blackwell (John Wiley & Sons)	0003-276X	1097-0185	525	The Anatomical record	Anat Rec	0003-276X	1097-0185	Anat. Rec.	370540	
226706	Journal of Anatomical Society of India / Journal of the Anatomical Society of India	Elsevier	0003-2778		3346	Journal of the Anatomical Society of India	J Anat Soc India	0003-2778		J Anat Soc India	7505583	
30078	Anesthesia & Analgesia / Anaesthesia and Analgesia	Ovid Technologies (Wolters Kluwer) - Anesthesia & Analgesia	0003-2999		530	Anesthesia and analgesia	Anesth Analg	0003-2999	1526-7598	Anesth. Analg.	1310650	Q72225
60532	Anesthesia Progress	American Dental Society of Anethesiology	0003-3006		532	Anesthesia progress	Anesth Prog	0003-3006		Anesth Prog	43533	Q15762883
20845	Anesthesiology	Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins	0003-3022		533	Anesthesiology	Anesthesiology	0003-3022	1528-1175	Anesthesiology	1300217	Q2012635
123605	Angiología / Angiologia	Elsevier	0003-3170		539	Angiologia	Angiologia	0003-3170	1695-2987	Angiologia	370545	
54987	Angiology	SAGE Publications	0003-3197		541	Angiology	Angiology	0003-3197	1940-1574	Angiology	203706	Q4763277
64868	The Angle Orthodontist	The Angle Orthodontist	0003-3219		542	The Angle orthodontist	Angle Orthod	0003-3219	1945-7103	Angle Orthod	370550	Q15762884
613	Animal Behaviour	Elsevier	0003-3472	1095-8282	544	Animal behaviour	Anim Behav	0003-3472		Anim Behav	376746	Q2849996
105326	Animal Blood Groups and Biochemical Genetics	Wiley Blackwell (Blackwell Publishing)	0003-3480		545	Animal blood groups and biochemical genetics	Anim Blood Groups Biochem Genet	0003-3480		Anim Blood Groups Biochem Genet	263344	
108185	Animal Production	Cambridge University Press	0003-3561		27268	Animal production	Anim Prod	0003-3561		Anim Prod	9875866	
4304	Annals of Science	Informa UK (Taylor & Francis)	0003-3790	1464-505X	23352	Annals of science	Ann Sci	0003-3790		Ann Sci	372361	Q282682
14	Annalen der Physik	Wiley Blackwell (John Wiley & Sons)	0003-3804	1521-3889	34679	Annalen der Physik	Ann Phys	0003-3804	1521-3889	Ann Phys	14940290R	Q275655
189928	Annales Botanici Fennici	BioOne (Finnish Zoological and Botanical Publishing Board)	0003-3847	1797-2442	21361	Annales botanici Fennici		0003-3847		Ann. Bot. Fenn.	100955474	Q5696319
69794	annales de biologie animale biochimie biophysique	EDP Sciences	0003-388X		558	Annales de biologie animale, biochimie, biophysique	Ann Biol Anim Biochim Biophys	0003-388X		Ann Biol Anim Biochim Biophys	40752	
2434	Annales de Cardiologie et d Angéiologie / Annales de Cardiologie et d¼Angéiologie	Elsevier	0003-3928		562	Annales de cardiologie et d'angeiologie	Ann Cardiol Angeiol (Paris)	0003-3928	1768-3181	Ann Cardiol Angeiol (Paris)	142167	Q15755547
2125	Annales de Chirurgie	Elsevier	0003-3944		563	Annales de chirurgie	Ann Chir	0003-3944		Ann Chir	140722	Q15754860
2230	Annales de Génétique	Elsevier	0003-3995		582	Annales de genetique	Ann Genet	0003-3995		Ann. Genet.	370562	
68274	Annales de Génétique et de Sélection Animale	Springer (Biomed Central Ltd.)	0003-4002		3374	Annales de genetique et de selection animale	Ann Genet Sel Anim	0003-4002		Ann. Genet. Sel. Anim.	257341	
70304	Annales de Géographie	CAIRN	0003-4010	1777-5884	23263	Annales de geographie	Ann Georgr	0003-4010		Ann Georgr	260701	Q15750063
81061	Annales de Limnologie - International Journal of Limnology	EDP Sciences	0003-4088	2100-000X	32426	Annales de limnologie		0003-4088		Ann. Limnol.	110543	Q15767436
210626	Annales de Normandie	PERSEE Program	0003-4134	2261-4427	23576	Annales de Normandie	Ann Normandie	0003-4134		Ann Normandie	100966528	Q15745226
17297	Annales de Physique	EDP Sciences	0003-4169	1286-4838	22485	Annales de physique	Ann Phys (Paris)	0003-4169		Ann Phys (Paris)	61352	Q1955358
71461	Annales d Endocrinologie	Elsevier	0003-4266		579	Annales d'endocrinologie	Ann Endocrinol (Paris)	0003-4266		Ann. Endocrinol. (Paris)	116744	Q15753551
72539	Annales d Otolaryngologie et de Chirurgie Cervico-Faciale	Elsevier	0003-438X		620	Annales d'oto-laryngologie et de chirurgie cervico faciale : bulletin de la Societe d'oto-laryngologie des hopitaux de Paris	Ann Otolaryngol Chir Cervicofac	0003-438X		Ann Otolaryngol Chir Cervicofac	9431026	Q15767430
268246	Annales du Midi revue archéologique historique et philologique de la France méridionale	PERSEE Program	0003-4398		23577	Annales du Midi	Ann Midi	0003-4398		Ann Midi	100966526	Q15762238
1517	Annales d Urologie	Elsevier	0003-4401		655	Annales d'urologie	Ann Urol (Paris)	0003-4401	1768-3378	Ann Urol (Paris)	212342	Q15757689
84952	Annales historiques de la Révolution française	PERSEE Program	0003-4436	1952-403X	23993	Annales historiques de la Revolution francaise	Ann Hist Revolut Fr	0003-4436		Ann Hist Revolut Fr	100967446	Q2850699
2427	Annales Médico-psychologiques revue psychiatrique	Elsevier	0003-4487		607	Annales medico-psychologiques	Ann Med Psychol (Paris)	0003-4487		Ann Med Psychol (Paris)	2984692R	Q564390
71521	Annales Pharmaceutiques Françaises	Elsevier	0003-4509		627	Annales pharmaceutiques francaises	Ann Pharm Fr	0003-4509		Ann Pharm Fr	2985176R	Q2850705
76703	Annales Zoologici	Museum and Institute of Zoology at the Polish Academy of Sciences	0003-4541	1734-1833	35554	Annales zoologici / Polska Akademia Nauk, Instytut Zoologiczny		0003-4541		Annal Zool	101490107	Q15761023
189927	Annales Zoologici Fennici	BioOne (Finnish Zoological and Botanical Publishing Board)	0003-455X	1797-2450	32022	Annales zoologici Fennici	Ann Zool Fennici	0003-455X	1797-2450	Ann. Zool. Fenn.	9890082	Q15757044
24237	Annali di Chimica	Wiley Blackwell (John Wiley & Sons)	0003-4592	1612-8877	22010	Annali di chimica	Ann Chim	0003-4592		Ann Chim	7610375	
46958	Annals of Applied Biology	Wiley Blackwell (Blackwell Publishing)	0003-4746	1744-7348	555	The Annals of applied biology	Ann Appl Biol	0003-4746		Ann. Appl. Biol.	64717	Q2234742
6050	Annals of Human Genetics / Stories of Human Genetics	Wiley Blackwell (Blackwell Publishing)	0003-4800	1469-1809	585	Annals of human genetics	Ann Hum Genet	0003-4800	1469-1809	Ann. Hum. Genet.	416661	Q4767852
210989	Annals of Internal Medicine	American College of Physicians	0003-4819		596	Annals of internal medicine	Ann Intern Med	0003-4819	1539-3704	Ann. Intern. Med.	372351	Q564416
55389	Annals of Mathematics	Annals of Mathematics, Princeton U	0003-486X		40081	Annals of mathematics	Ann Math	0003-486X	1939-8980	Ann Math	101581697	Q564426
5098	Annals of Occupational Hygiene	Oxford University Press	0003-4878	1475-3162	612	The Annals of occupational hygiene	Ann Occup Hyg	0003-4878	1475-3162	Ann Occup Hyg	203526	Q15263655
239307	Annals of Otology Rhinology & Laryngology	SAGE Publications	0003-4894	1943-572X	618	The Annals of otology, rhinology, and laryngology	Ann Otol Rhinol Laryngol	0003-4894	1943-572X	Ann. Otol. Rhinol. Laryngol.	407300	Q2646761
675	Annals of Physics / Annals of Physics(New York)	Elsevier	0003-4916	1096-035X	41063	Annals of physics	Ann Phys (N Y)	0003-4916		Ann Phys (N Y)	372360	Q564423
5133	Annals of Surgery	Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins	0003-4932		646	Annals of surgery	Ann Surg	0003-4932	1528-1140	Ann. Surg.	372354	Q4767866
5576	Annals of the Rheumatic Diseases	BMJ	0003-4967	1468-2060	640	Annals of the rheumatic diseases	Ann Rheum Dis	0003-4967	1468-2060	Ann. Rheum. Dis.	372355	Q4767876
1905	The Annals of Thoracic Surgery	Elsevier	0003-4975		648	The Annals of thoracic surgery	Ann Thorac Surg	0003-4975	1552-6259	Ann. Thorac. Surg.	15030100R	Q1939819
4187	Annals of Tropical Medicine and Parasitology / Annals of Tropical Medicine & Parasitology	Maney Publishing	0003-4983	1364-8594	649	Annals of tropical medicine and parasitology	Ann Trop Med Parasitol	0003-4983	1364-8594	Ann Trop Med Parasitol	2985178R	
16296	LAnnée Biologique	Elsevier	0003-5017		659	L' Annee biologique	Annee Biol	0003-5017		Annee Biol	372330	
70278	LAnnée psychologique	Editions NecPlus	0003-5033	1955-2580	661	L'annee psychologique	Annee Psychol	0003-5033	1955-2580	Annee Psychol	372363	Q15750422
113606	Anthropologica	JSTOR	0003-5459		28180	Anthropologica	Anthropologica	0003-5459		Anthropologica	234022	Q15764760
46356	Anthropological Quarterly	Muse - Johns Hopkins University Press	0003-5491	1534-1518	25772	Anthropological quarterly	Anthropol Q	0003-5491		Anthropol Q	245205	Q4773895
138087	The Journal of Anthropological Society of Nippon	Anthropological Society of Nippon	0003-5505	1884-765X	28209	Jinruigaku zasshi = The Journal of the Anthropological Society of Nihon	Jinruigaku Zasshi	0003-5505		Jinruigaku Zasshi	120676	
2479	L Anthropologie	Elsevier	0003-5521		34316	L'Anthropologie	Anthropologie	0003-5521		Anthropologie	2985154R	Q15754102
84565	Anthropologischer Anzeiger	Schweizerbart	0003-5548		680	Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur	Anthropol Anz	0003-5548		Anthropol Anz	372377	Q15765997
113607	The Antioch Review	The Antioch Review	0003-5769	0003-5769	23457	The Antioch review	Antioch Rev	0003-5769		Antioch Rev	100966107	Q7713944
266250	Antiquity	Antiquity Publications	0003-598X	1745-1744	23462	Antiquity	Antiquity	0003-598X		Antiquity	100966116	Q4775205
2734	Antonie van Leeuwenhoek / Antonie van Leeuwenhoek J Microbiol Serol	Springer-Verlag	0003-6072	1572-9699	689	Antonie van Leeuwenhoek	Antonie Van Leeuwenhoek	0003-6072	1572-9699	Antonie Van Leeuwenhoek	372625	Q15762938
124445	Apeiron	Walter de Gruyter GmbH	0003-6390	2156-7093	35318	Apeiron (Clayton, Vic.)	Apeiron	0003-6390		Apeiron	9886662	Q4779318
17283	Applicable Analysis	Informa UK (Taylor & Francis)	0003-6811	1563-504X	29341	Applicable analysis	Appl Anal	0003-6811		Appl Anal	101091018	Q13430279
2746	Applied Biochemistry and Microbiology	Pleiades Publishing	0003-6838	1608-3024	32142	Applied biochemistry and microbiology		0003-6838		Appl. Biochem. Microbiol.	42510	Q15746404
4521	Applied Economics	Informa UK (Taylor & Francis)	0003-6846	1466-4283	28389	Applied economics	Appl Econ	0003-6846		Appl Econ	101084401	Q4781535
11119	Applied Entomology and Zoology	Springer-Verlag	0003-6862	1347-605X	21110	Applied entomology and zoology		0003-6862	1347-605X	Appl. Entomol. Zool. (Jpn.)	215145	Q15751946
1524	Applied Ergonomics	Elsevier	0003-6870		20783	Applied ergonomics	Appl Ergon	0003-6870	1872-9126	Appl Ergon	261412	Q15764756
5524	Applied Mechanics Reviews	ASME International	0003-6900		42327	Applied mechanics reviews	Appl Mech Rev	0003-6900		Appl Mech Rev	101626553	Q4781553
25638	Applied Optics / Journal of Applied Optics	Optical Society of America	0003-6935	1539-4522	22496	Applied optics	Appl Opt	0003-6935	1539-4522	Appl Opt	247660	Q4781557
4132	Applied Physics Letters	American Institute of Physics	0003-6951	0003-6951	32225	Applied physics letters	Appl Phys Lett	0003-6951		Appl Phys Lett	9881183	Q621615
20397	Applied Spectroscopy	Society for Applied Spectroscopy	0003-7028	0003-7028	22515	Applied spectroscopy	Appl Spectrosc	0003-7028	1943-3530	Appl Spectrosc	372406	Q2858856
13560	Archaeometry	Wiley Blackwell (Blackwell Publishing)	0003-813X	1475-4754	40483	Archaeometry	Archaeometry	0003-813X	1475-4754	Archaeometry	101588960	Q15767621
